020045299911250756192022be8c350346,DBIT,EBVIVNVN,200000.,2022-11-25,ACSP,AUTH
0200452999112507562920221d26350358,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
02004529991125075630202265e5350361,DBIT,EBVIVNVN,10000000.,2022-11-25,ACSP,AUTH
020045299911250747152022aeca930134,DBIT,EBVIVNVN,34463000.,2022-11-25,ACSP,AUTH
0200452999112507563820225d68350348,DBIT,EBVIVNVN,7300000.,2022-11-25,ACSP,AUTH
020045299911250757252022e209988182,DBIT,EBVIVNVN,700000.,2022-11-25,ACSP,AUTH
0200888899112507571120221001602749,CRDT,VTCBVNVN,59400000.,2022-11-25,ACSP,AUTH
02004529991125075646202227a0350372,DBIT,EBVIVNVN,200000000.,2022-11-25,ACSP,AUTH
020045299911250757282022a65f988198,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250756482022c4df350365,DBIT,EBVIVNVN,20000000.,2022-11-25,ACSP,AUTH
020045299911250756492022cabb350374,DBIT,EBVIVNVN,50000000.,2022-11-25,ACSP,AUTH
020045299911250757012022c899350376,DBIT,EBVIVNVN,5000000.,2022-11-25,ACSP,AUTH
0200452999112507574320226d90988230,DBIT,EBVIVNVN,480000.,2022-11-25,ACSP,AUTH
020045299911250757452022d1d7988266,DBIT,EBVIVNVN,1800000.,2022-11-25,ACSP,AUTH
0200452999112507571820222905350383,DBIT,EBVIVNVN,13500000.,2022-11-25,ACSP,AUTH
020045299911250757212022e8f6350380,DBIT,EBVIVNVN,90256500.,2022-11-25,ACSP,AUTH
02004529991125075724202239a9350386,DBIT,EBVIVNVN,7500000.,2022-11-25,ACSP,AUTH
0200452999112507581120225dc3988285,DBIT,EBVIVNVN,4000000.,2022-11-25,ACSP,AUTH
020045299911250757312022d978350388,DBIT,EBVIVNVN,2700000.,2022-11-25,ACSP,AUTH
020045299911250753152022c38a930136,DBIT,EBVIVNVN,15215241.,2022-11-25,ACSP,AUTH
0200452999112507581520227130988296,DBIT,EBVIVNVN,100000.,2022-11-25,ACSP,AUTH
0200452999112507574320220641350392,DBIT,EBVIVNVN,300000000.,2022-11-25,ACSP,AUTH
0200452999112507583420226058988350,DBIT,EBVIVNVN,2800000.,2022-11-25,ACSP,AUTH
020097041511250758222022zj59430211,CRDT,ICBVVNVN,139000000.,2022-11-25,ACSP,AUTH
02004529991125075838202241ac988357,DBIT,EBVIVNVN,3900000.,2022-11-25,ACSP,AUTH
0200452999112507575820225bd9350400,DBIT,EBVIVNVN,5400000.,2022-11-25,ACSP,AUTH
020045299911250758062022419c350405,DBIT,EBVIVNVN,5300000.,2022-11-25,ACSP,AUTH
0200452999112507580920229ed3350403,DBIT,EBVIVNVN,189469000.,2022-11-25,ACSP,AUTH
020045299911250758512022458c988407,DBIT,EBVIVNVN,300000.,2022-11-25,ACSP,AUTH
020045299911250758192022984a350408,DBIT,EBVIVNVN,300000.,2022-11-25,ACSP,AUTH
02004529991125075823202207f9350412,DBIT,EBVIVNVN,37000000.,2022-11-25,ACSP,AUTH
0200452999112507582820226f44350410,DBIT,EBVIVNVN,8176000.,2022-11-25,ACSP,AUTH
0200452999112507582520223221350415,DBIT,EBVIVNVN,1286000.,2022-11-25,ACSP,AUTH
020045299911250759122022243d988467,DBIT,EBVIVNVN,1100000.,2022-11-25,ACSP,AUTH
020045299911250758312022f953350422,DBIT,EBVIVNVN,190000.,2022-11-25,ACSP,AUTH
020045299911250759202022ada5988489,DBIT,EBVIVNVN,1300000.,2022-11-25,ACSP,AUTH
020045299911250759332022af8c988511,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
020045299911250758542022e60d350418,DBIT,EBVIVNVN,100000.,2022-11-25,ACSP,AUTH
0200452999112507585720225f3e350427,DBIT,EBVIVNVN,5000000.,2022-11-25,ACSP,AUTH
0200452999112507590620228f8b350432,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
020045299911250759502022f1b8988550,DBIT,EBVIVNVN,350000.,2022-11-25,ACSP,AUTH
020045299911250759532022c232988552,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
020045299911250759242022b9f2350435,DBIT,EBVIVNVN,300000.,2022-11-25,ACSP,AUTH
020045299911250800082022e7cb988613,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250759322022a0c1350437,DBIT,EBVIVNVN,1100000.,2022-11-25,ACSP,AUTH
0200452999112507593320227929350443,DBIT,EBVIVNVN,1428000.,2022-11-25,ACSP,AUTH
02004529991125075934202235f6350439,DBIT,EBVIVNVN,100000.,2022-11-25,ACSP,AUTH
020097041511250800022022zqH0430250,CRDT,ICBVVNVN,25000000.,2022-11-25,ACSP,AUTH
0200452999112508002320222e3b988642,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
02004529991125080029202247cd988667,DBIT,EBVIVNVN,900000.,2022-11-25,ACSP,AUTH
0200452999112507595420224bf2350447,DBIT,EBVIVNVN,174000.,2022-11-25,ACSP,AUTH
02004529991125075957202273eb350441,DBIT,EBVIVNVN,708000.,2022-11-25,ACSP,AUTH
020045299911250759562022ba64350453,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250800042022c2e3350456,DBIT,EBVIVNVN,37700000.,2022-11-25,ACSP,AUTH
02004529991125080047202282d1988711,DBIT,EBVIVNVN,200000.,2022-11-25,ACSP,AUTH
020045299911250800132022aabc350460,DBIT,EBVIVNVN,17000000.,2022-11-25,ACSP,AUTH
020045299911250800542022bda7988731,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
020045299911250800222022f0f0350463,DBIT,EBVIVNVN,450000.,2022-11-25,ACSP,AUTH
020045299911250801062022fd97988674,DBIT,EBVIVNVN,28206587.,2022-11-25,ACSP,AUTH
0200452999112508002320223971350465,DBIT,EBVIVNVN,499999999.,2022-11-25,ACSP,AUTH
020045299911250800262022c442350467,DBIT,EBVIVNVN,3720000.,2022-11-25,ACSP,AUTH
020045299911250801112022547c988741,DBIT,EBVIVNVN,2000000.,2022-11-25,ACSP,AUTH
02004529991125080116202202cf988774,DBIT,EBVIVNVN,2000000.,2022-11-25,ACSP,AUTH
0200452999112508012520229105988823,DBIT,EBVIVNVN,140000.,2022-11-25,ACSP,AUTH
020045299911250801292022b426988778,DBIT,EBVIVNVN,300000.,2022-11-25,ACSP,AUTH
0200452999112508013120223a34988812,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
020045299911250801322022aa6f988810,DBIT,EBVIVNVN,600000.,2022-11-25,ACSP,AUTH
020045299911250801422022c016988832,DBIT,EBVIVNVN,300000000.,2022-11-25,ACSP,AUTH
0200452999112508014420225735988885,DBIT,EBVIVNVN,994000.,2022-11-25,ACSP,AUTH
020045299911250801442022b4ae988842,DBIT,EBVIVNVN,1400000.,2022-11-25,ACSP,AUTH
020045299911250801062022efb4350486,DBIT,EBVIVNVN,2500000.,2022-11-25,ACSP,AUTH
020045299911250801112022b0e5350493,DBIT,EBVIVNVN,5000000.,2022-11-25,ACSP,AUTH
02004529991125080154202213e0988913,DBIT,EBVIVNVN,2000000.,2022-11-25,ACSP,AUTH
0200452999112508020320228aa7988889,DBIT,EBVIVNVN,1118000.,2022-11-25,ACSP,AUTH
0200452999112508012220226873350498,DBIT,EBVIVNVN,750000.,2022-11-25,ACSP,AUTH
020045299911250801222022cd35350502,DBIT,EBVIVNVN,499999999.,2022-11-25,ACSP,AUTH
0200452999112508012420229101350491,DBIT,EBVIVNVN,1482000.,2022-11-25,ACSP,AUTH
02004529991125080125202275cd350500,DBIT,EBVIVNVN,295000000.,2022-11-25,ACSP,AUTH
02004529991125080206202217fe988917,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250802112022b7e9988920,DBIT,EBVIVNVN,500000.,2022-11-25,ACSP,AUTH
02004529991125080130202294c4350509,DBIT,EBVIVNVN,100000000.,2022-11-25,ACSP,AUTH
020045299911250801332022d2f1350511,DBIT,EBVIVNVN,4800000.,2022-11-25,ACSP,AUTH
020045299911250801392022750c350514,DBIT,EBVIVNVN,50000.,2022-11-25,ACSP,AUTH
0200888899112508021120221001602850,CRDT,VTCBVNVN,69000000.,2022-11-25,ACSP,AUTH
020045299911250801452022c228350519,DBIT,EBVIVNVN,9500000.,2022-11-25,ACSP,AUTH
020045299911250801452022b550350522,DBIT,EBVIVNVN,420000.,2022-11-25,ACSP,AUTH
0200452999112508022820227639988956,DBIT,EBVIVNVN,200000.,2022-11-25,ACSP,AUTH
020045299911250802292022d692988981,DBIT,EBVIVNVN,400000.,2022-11-25,ACSP,AUTH
0200452999112508023120229e0d988987,DBIT,EBVIVNVN,100000000.,2022-11-25,ACSP,AUTH
020045299911250802322022617f988965,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250801542022db29350524,DBIT,EBVIVNVN,425000.,2022-11-25,ACSP,AUTH
020045299911250801582022379e350526,DBIT,EBVIVNVN,10000000.,2022-11-25,ACSP,AUTH
0200452999112508020320226327350517,DBIT,EBVIVNVN,1310.,2022-11-25,ACSP,AUTH
02004529991125080205202244d1350531,DBIT,EBVIVNVN,79000.,2022-11-25,ACSP,AUTH
02004529991125080208202250d9350535,DBIT,EBVIVNVN,490000.,2022-11-25,ACSP,AUTH
0200452999112508021820220cc6350533,DBIT,EBVIVNVN,11000000.,2022-11-25,ACSP,AUTH
02004529991125080220202222a1350551,DBIT,EBVIVNVN,499000.,2022-11-25,ACSP,AUTH
0200452999112508022220224f58350544,DBIT,EBVIVNVN,200000.,2022-11-25,ACSP,AUTH
020045299911250802222022f3ae350546,DBIT,EBVIVNVN,425000.,2022-11-25,ACSP,AUTH
020045299911250802262022a5e5350553,DBIT,EBVIVNVN,208000000.,2022-11-25,ACSP,AUTH
020045299911250802342022d5aa350555,DBIT,EBVIVNVN,10000000.,2022-11-25,ACSP,AUTH
020045299911250803152022ddf4989081,DBIT,EBVIVNVN,5000000.,2022-11-25,ACSP,AUTH
0200452999112508032220226b69989103,DBIT,EBVIVNVN,400000.,2022-11-25,ACSP,AUTH
0200452999112508032320227b3f989066,DBIT,EBVIVNVN,220000.,2022-11-25,ACSP,AUTH
020045299911250802462022aa85350560,DBIT,EBVIVNVN,10361000.,2022-11-25,ACSP,AUTH
0200452999112508024220226526350566,DBIT,EBVIVNVN,963000.,2022-11-25,ACSP,AUTH
020045299911250802482022aa92350562,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250803302022a930989117,DBIT,EBVIVNVN,600000.,2022-11-25,ACSP,AUTH
0200452999112508024920223ff1350568,DBIT,EBVIVNVN,12000000.,2022-11-25,ACSP,AUTH
020045299911250803002022eacd350564,DBIT,EBVIVNVN,499999999.,2022-11-25,ACSP,AUTH
0200452999112508035320222fd9989205,DBIT,EBVIVNVN,1750000.,2022-11-25,ACSP,AUTH
0200452999112508034920227d85989221,DBIT,EBVIVNVN,310000.,2022-11-25,ACSP,AUTH
020045299911250803522022e94f989136,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
0200452999112508040620225399989233,DBIT,EBVIVNVN,1000000.,2022-11-25,ACSP,AUTH
020045299911250804092022da11989242,DBIT,EBVIVNVN,600000.,2022-11-25,ACSP,AUTH
